CountyCode,CountyName,PrecinctCode,PrecinctName,PollingLocationName,PollingLocationAddress,Status,Lat,Lng
38,ORANGEBURG,154,Santee 2,Santee Fire Dept,"1005 Bass Dr, Santee SC 29142",,,
38,ORANGEBURG,999,Barrier Free,Voter Registration Office,"1475 Amelia St, Orangeburg SC 29115",,,
39,PICKENS,101,Stone Church,University Baptist Church,"411 Pendleton Rd, Clemson SC 29631",,,
39,PICKENS,102,University,University Lutheran Church,"111 Sloan St, Clemson SC 29631",,,
39,PICKENS,103,Morrison,East Clemson Baptist Church,"230 Frontage Rd, Clemson SC 29631",,,
39,PICKENS,104,Abel,Abel Baptist Church,"150 Abel Rd, Clemson SC 29631",,,
39,PICKENS,105,Calhoun,Crosspoint Church,"1019 Tiger Blvd, Clemson SC 29631",,,
39,PICKENS,106,Clemson,Clemson Downs Ernie Corley Activity Cent,"150 Downs Blvd, Clemson SC 29631",,,
39,PICKENS,107,Issaqueena,Mt Tabor Baptist Church,"827 Old Greenville Hwy, Clemson SC 29631",,,
39,PICKENS,108,West Central,Central / Clemson Library,"105 Commons Way, Central SC 29630",,,
39,PICKENS,109,North Central,Central First Baptist Church,"207 Johnson Rd, Central SC 29630",,,
39,PICKENS,110,Pike,R C Edwards Middle School,"1157 Madden Bridge Rd, Central SC 29630",,,
39,PICKENS,111,Lawrence Chapel,Central Rural Fire Department,"1840 Six Mile Hwy, Central SC 29630",,,
39,PICKENS,112,Norris,Norris Town Hall,"103 E Jamison St, Norris SC 29667",,,
39,PICKENS,113,Six Mile,Six Mile Town Hall - Community Room,"106 S Main St, Six Mile SC 29682",,,
39,PICKENS,114,Six Mile Mountain,Six Mile Elementary School,"777 N Main St, Six Mile SC 29682",,,
39,PICKENS,115,Praters Creek,Praters Creek Baptist Church,"621 Praters Creek Rd, Pickens SC 29671",,,
39,PICKENS,116,Mountain View,Keowee Baptist Church,"544 Keowee Baptist Church Rd, Six Mile SC 29682",,,
39,PICKENS,117,A R Lewis,Pickens Rural Fire Department,"756 Concord Church Rd, Pickens SC 29671",,,
39,PICKENS,118,Holly Springs,Holly Springs Baptist Church,"3450 Table Rock Rd, Pickens SC 29671",,,
39,PICKENS,119,Pumpkintown,New Hope Baptist Church,"108 New Hope Rd, Pickens SC 29671",,,
39,PICKENS,120,Griffin,Griffin Baptist Church,"1629 Pumpkintown Hwy, Pickens SC 29671",,,
39,PICKENS,121,North Pickens,Northside Baptist Church,"421 Sangamo Rd, Pickens SC 29671",,,
39,PICKENS,122,West Pickens,Secona Baptist Church Fellowship Bldg,"234 Secona Rd, Pickens SC 29671",,,
39,PICKENS,123,South Pickens,Griffin Ebenezer Baptist Church,"450 Garvin St, Pickens SC 29671",,,
39,PICKENS,124,East Pickens,City of Pickens Maintenance Building,"133 Railroad St, Pickens SC 29671",,,
39,PICKENS,125,Glassy Mountain,Glassy Mountain Baptist Church,"1103 Farrs Bridge Rd, Pickens SC 29671",,,
39,PICKENS,126,Cedar Rock,Cedar Rock Baptist Church,"1667 Cedar Rock Ch Rd, Easley SC 29640",,,
39,PICKENS,127,Skelton,Enon Baptist Church,"871 Enon Church Rd, Easley SC 29640",,,
39,PICKENS,128,Rices Creek,Liberty First Baptist Church,"403 Edgemont Ave, Liberty SC 29657",,,
39,PICKENS,129,West Liberty,Calumet Baptist Church,"400 S Peachtree St, Liberty SC 29657",,,
39,PICKENS,130,East Liberty,Eastside Baptist Church,"920 Anderson Dr, Liberty SC 29657",,,
39,PICKENS,131,Flat Rock,Flat Rock Baptist Church,"115 Slab Bridge Rd, Liberty SC 29657",,,
39,PICKENS,132,Zion,Brookdale Easley (fka Country Side),"706 Pelzer Hwy, Easley SC 29642",,,
39,PICKENS,133,Smith Grove,Smith Grove Baptist Church,"1220 Smith Grove Rd, Easley SC 29640",,,
39,PICKENS,134,Arial Mill,Arial Mill Baptist Church,"618 Rice Rd, Easley SC 29640",,,
39,PICKENS,136,Simpson,Easley Union Baptist Church,"200 N Pendleton St, Easley SC 29640",,,
39,PICKENS,137,Woodside,Jones Avenue Baptist Church,"614 Ross Ave, Easley SC 29640",,,
39,PICKENS,138,Brushy Creek,Brushy Creek Baptist Church,"100 Clay St, Easley SC 29642",,,
39,PICKENS,139,Pickensville,Pendleton Street Baptist Church,"601 S Pendleton St, Easley SC 29640",,,
39,PICKENS,140,Easley,Pendleton Street Baptist Church,"601 S Pendleton St, Easley SC 29640",,,
39,PICKENS,141,Forest Acres,St. Matthias Lutheran Church,"501 Powdersville Rd, Easley SC 29642",,,
39,PICKENS,142,Crestview,Rock Springs Baptist Church,"310 Rock Springs Rd Bldg H, Easley SC 29642",,,
39,PICKENS,143,Sitton,Foothills Retirement Community,"205 Bud Nalley Dr, Easley SC 29642",,,
39,PICKENS,144,Rock Springs,Rock Springs Baptist Church,"310 Rock Springs Rd Bldg H, Easley SC 29642",,,
39,PICKENS,145,Saluda,Crosswell First Baptist Church,"219 S Fishtrap Rd, Greenville SC 29611",,,
39,PICKENS,146,Crosswell,Crosswell Elementary School,"161 School Rd, Easley SC 29640",,,
39,PICKENS,147,Georges Creek,Georges Creek Baptist Church,"1991 Saluda Dam Rd, Easley SC 29640",,,
39,PICKENS,148,McKissick,Calvary Hill Baptist Church,"501 Rampey St, Easley SC 29640",,,
39,PICKENS,149,Vinland,Crosswell Elementary School,"161 School Rd, Easley SC 29640",,,
39,PICKENS,150,Crossroads,Cross Roads Baptist Church,"160 Cross Roads Church Rd, Easley SC 29640",,,
39,PICKENS,151,Dacusville,Former Dacusville Elementary School,"2671 Earls Bridge Rd, Easley SC 29640",,,
39,PICKENS,152,Nine Forks,Nine Forks Baptist Church,"3207 Earls Bridge Rd, Easley SC 29640",,,
39,PICKENS,153,South Central,White Oak Spring Missionary Baptist Chur,"234 College St, Central SC 29630",,,
39,PICKENS,154,Crescent Hill,Crescent Hill Baptist Church,"115 Crescent Hill Dr, Pickens SC 29671",,,
39,PICKENS,155,North Liberty,Liberty United Methodist Church,"310 Mae St, Liberty SC 29657",,,
39,PICKENS,156,Pendleton,Grace Baptist Church,"930 N Old Pendleton Rd, Liberty SC 29657",,,
39,PICKENS,157,Fruit Mountain,Jones Avenue Baptist Church,"614 Ross Ave, Easley SC 29640",,,
39,PICKENS,158,Pope Field,Brushy Creek Baptist Church,"100 Clay St, Easley SC 29642",,,
39,PICKENS,159,Sheffield,St. Matthias Lutheran Church,"501 Powdersville Rd, Easley SC 29642",,,
39,PICKENS,160,Tri County,Victory Baptist Church,"1832 Powdersville Rd, Easley SC 29642",,,
39,PICKENS,161,McAlister,Rock Springs Baptist Church,"310 Rock Springs Rd Bldg H, Easley SC 29642",,,
39,PICKENS,163,Lenhardt,New Foundation Baptist Church,"556 Lenhardt Rd, Easley SC 29640",,,
39,PICKENS,999,Barrier Free,Board of Voter Registration & Elections,"222 McDaniel Ave Ste B-9, Pickens SC 29671",,,
40,RICHLAND,101,Ward 1,Lourie Senior Ctr,"1650 Park Cir, Columbia SC 29201",,,
40,RICHLAND,102,Ward 2,Marion Street Apartments,"1930 Marion St, Columbia SC 29201",,,
40,RICHLAND,103,Ward 3,Reformation Lutheran Ch,"1118 Union St, Columbia SC 29201",,,
40,RICHLAND,104,Ward 4,Logan Elementary School,"815 Elmwood Ave, Columbia SC 29201",,,
40,RICHLAND,105,Ward 5,Pacific Memorial Park,"200 Wayne St, Columbia SC 29201",,,
40,RICHLAND,106,Ward 6,Bradley Elementary,"3032 Pine Belt Rd, Columbia SC 29204",,,
40,RICHLAND,107,Ward 7,W A Perry Middle School,"2600 Barhamville Rd, Columbia SC 29204",,,
40,RICHLAND,108,Ward 8,David Swinton Campus Ctr,"1616 Oak St, Columbia SC 29204",,,
40,RICHLAND,109,Ward 9,Prince Hall Masonic Lodge,"2324 Gervais St, Columbia SC 29204",,,
40,RICHLAND,110,Ward 10,A C Moore Elementary,"333 Etiwan Ave, Columbia SC 29205",,,
40,RICHLAND,111,Ward 11,Ben Arnold Recreation Ctr,"1100 S Holly St, Columbia SC 29205",,,
40,RICHLAND,112,Ward 12,Hand Middle School,"2600 Wheat St, Columbia SC 29205",,,
40,RICHLAND,113,Ward 13,Rosewood Elementary,"3300 Rosewood Dr, Columbia SC 29205",,,
40,RICHLAND,114,Ward 14,Sims Park,"3500 Duncan St, Columbia SC 29205",,,
40,RICHLAND,115,Ward 15,Melrose Park,"1500 Fairview Dr, Columbia SC 29205",,,
40,RICHLAND,116,Ward 16,Dreher High School,"3319 Millwood Ave, Columbia SC 29205",,,
40,RICHLAND,117,Ward 17,Brennen Elementary,"4438 Devereaux Rd, Columbia SC 29205",,,
40,RICHLAND,118,Ward 18,Trenholm Park,"3900 Covenant Rd, Columbia SC 29204",,,
40,RICHLAND,119,Ward 19,Latimer Manor Comm Center,"100 Lorick Cir, Columbia SC 29203",,,
40,RICHLAND,120,Ward 20,Earlewood Park Comm Center,"1111 Parkside Dr, Columbia SC 29203",,,
40,RICHLAND,121,Ward 21,Arden Elementary,"1300 Ashley St, Columbia SC 29203",,,
40,RICHLAND,122,Ward 22,Eau Claire High School,"4800 Monticello Rd, Columbia SC 29203",,,
40,RICHLAND,123,Ward 23,Shandon Fire Station,"2847 Devine St, Columbia SC 29205",,,
40,RICHLAND,124,Ward 24,Kilbourne Park Baptist,"4205 Kilbourne Rd, Columbia SC 29206",,,
40,RICHLAND,125,Ward 25,Kilbourne Park Baptist,"4205 Kilbourne Rd, Columbia SC 29206",,,
40,RICHLAND,126,Ward 26,Thompson Funeral Hm Community Rm,"845 Leesburg Rd, Columbia SC 29209",,,
40,RICHLAND,129,Ward 29,Alcorn Middle School,"5125 Fairfield Rd, Columbia SC 29203",,,
40,RICHLAND,130,Ward 30,Arsenal Hill Park,"1800 Lincoln St, Columbia SC 29201",,,
40,RICHLAND,131,Ward 31,Hyatt Park Gym,"950 Jackson Ave, Columbia SC 29203",,,
40,RICHLAND,132,Ward 32,Charles R Drew Wellness,"2101 Walker Solomon Way, Columbia SC 29204",,,
40,RICHLAND,133,Ward 33,Martin Luther King Park,"2300 Greene St, Columbia SC 29205",,,
40,RICHLAND,134,Ward 34,Pinehurst Park,"2300 Pinehurst Rd, Columbia SC 29204",,,
40,RICHLAND,400,Arcadia,Forest Lake Park Gym,"6820 Wedgefield Rd, Columbia SC 29206",,,
40,RICHLAND,401,Ardincaple,EE Taylor Elementary,"200 McRae St, Columbia SC 29203",,,
40,RICHLAND,402,Ballentine 1,Ballentine Elementary,"1040 Bickley Rd, Irmo SC 29063",,,
40,RICHLAND,403,Ballentine 2,Ballentine Elementary,"1040 Bickley Rd, Irmo SC 29063",,,
40,RICHLAND,404,Beatty Road,St Andrews Park,"920 Beatty Rd, Columbia SC 29210",,,
40,RICHLAND,405,Bluff,Bluff Road Park,"148 Carswell Dr, Columbia SC 29209",,,
40,RICHLAND,406,Blythewood 1,Bethel Hanberry Elem,"125 Boney Rd, Blythewood SC 29016",,,
40,RICHLAND,407,Blythewood 2,Bethel Hanberry Elem,"125 Boney Rd, Blythewood SC 29016",,,
40,RICHLAND,408,Blythewood 3,Blythewood High School,"10901 Wilson Blvd, Blythewood SC 29016",,,
40,RICHLAND,409,Bookman,Bookman Road Elementary,"1244 Bookman Rd, Elgin SC 29045",,,
40,RICHLAND,410,Brandon 1,Annie Burnside Elementary,"7300 Patterson Rd, Columbia SC 29209",,,
40,RICHLAND,411,Brandon 2,Southeast Library,"7421 Garners Ferry Rd, Columbia SC 29209",,,
40,RICHLAND,412,Briarwood,E L Wright Middle School,"2740 Alpine Rd, Columbia SC 29223",,,
40,RICHLAND,413,Bridge Creek,Bridge Creek Elementary,"121 Bombing Range Rd, Elgin SC 29045",,,
40,RICHLAND,414,Caughman Road,Caughman Road Elementary,"7725 Caughman Rd, Columbia SC 29209",,,
40,RICHLAND,415,College Place,John P Thomas Elementary,"6001 Weston Ave, Columbia SC 29203",,,
40,RICHLAND,416,Cooper,St Michaels All Angels Epis Ch,"6408 Bridgewood Rd, Columbia SC 29206",,,
40,RICHLAND,417,Dennyside,Denny Terrace Gymnasium,"6429 Bishop Ave, Columbia SC 29203",,,
40,RICHLAND,418,Dentsville,Dent Middle School,"2721 Decker Blvd, Columbia SC 29206",,,
40,RICHLAND,419,Dutch Fork 1,Dutch Fork High School,"1400 Old Tamah Rd, Irmo SC 29063",,,
40,RICHLAND,420,Dutch Fork 2,Dutch Fork Middle School,"1528 Old Tamah Rd, Irmo SC 29063",,,
40,RICHLAND,421,Dutch Fork 3,River Springs Church,"1007 W Shady Grove Rd, Irmo SC 29063",,,
40,RICHLAND,422,Dutch Fork 4,Shady Grove UMC Fam Life Ctr,"1918 Shady Grove Rd, Irmo SC 29063",,,
40,RICHLAND,423,Eastover,Eastover Park,"1031 Main St, Eastover SC 29044",,,
40,RICHLAND,424,Edgewood,Burton-Pack Elementary,"111 Garden Dr, Columbia SC 29204",,,
40,RICHLAND,425,Estates,Bookman Road Elementary,"1244 Bookman Rd, Elgin SC 29045",,,
40,RICHLAND,426,Fairlawn,New Keenan High School,"361 Pisgah Church Rd, Columbia SC 29203",,,
40,RICHLAND,427,Fairwold,Pendergrass-Fairwold Elem,"5935 Token St, Columbia SC 29203",,,
40,RICHLAND,428,East Forest Acres,Brockman School,"2245 Montclair Dr, Columbia SC 29206",,,
40,RICHLAND,429,North Forest Acres,Trenholm Park,"3900 Covenant Rd, Columbia SC 29204",,,
40,RICHLAND,430,South Forest Acres,Crayton Middle School,"5000 Clemson Ave, Columbia SC 29206",,,
40,RICHLAND,431,Friarsgate 1,Friarsgate Park,"1712 Chadford Rd, Irmo SC 29063",,,
40,RICHLAND,432,Friarsgate 2,HE Corley Elementary,"1500 Chadford Rd, Irmo SC 29063",,,
40,RICHLAND,433,Old Friarsgate,Dutch Fork Elementary,"7900 Broad River Rd, Irmo SC 29063",,,
40,RICHLAND,434,Gadsden,Gadsden Community Cntr,"1668 S Goodwin Cir, Gadsden SC 29052",,,
40,RICHLAND,435,Garners,Crossroads Community Ctr,"2750 McCords Ferry Rd, Eastover SC 29044",,,
40,RICHLAND,436,Greenview,Greenview Park,"6700 David St, Columbia SC 29203",,,
40,RICHLAND,437,Gregg Park,Brockman School,"2245 Montclair Dr, Columbia SC 29206",,,
40,RICHLAND,438,Hampton,S Kilbourne Elementary,"1400 S Kilbourne Rd, Columbia SC 29205",,,
40,RICHLAND,439,Harbison 1,Harbison Community Ctr,"106 Hillpine Rd, Columbia SC 29212",,,
40,RICHLAND,440,Harbison 2,New Heights Baptist Ch,"5501 Broad River Rd, Columbia SC 29210",,,
40,RICHLAND,441,Hopkins 1,Hopkins Park,"150 Hopkins Park Rd, Hopkins SC 29061",,,
40,RICHLAND,442,Hopkins 2,Hopkins Elementary School,"6120 Cabin Creek Rd, Hopkins SC 29061",,,
40,RICHLAND,443,Horrell Hill,Horrell Hill Elementary,"517 Horrell Hill Rd, Hopkins SC 29061",,,
40,RICHLAND,444,Hunting Creek,Southeast Middle School,"731 Horrell Hill Rd, Hopkins SC 29061",,,
40,RICHLAND,445,Keels 1,Joseph Keels Elementary,"7500 Springcrest Dr, Columbia SC 29223",,,
40,RICHLAND,446,Keels 2,Adult Activity Center,"7494 Parklane Rd, Columbia SC 29223",,,
40,RICHLAND,447,Keenan,Sanders Middle School,"3455 Pine Belt Rd, Columbia SC 29204",,,
40,RICHLAND,448,Kelly Mill,Kelly Mill Middle School,"1141 Kelly Mill Rd, Blythewood SC 29016",,,
40,RICHLAND,449,Killian,Killian Park,"1424 Marthan Rd, Columbia SC 29223",,,
40,RICHLAND,450,Kingswood,Columbia High School,"1701 Westchester Dr, Columbia SC 29210",,,
40,RICHLAND,451,Lake Carolina,Lake Carolina Elem -Lower,"1151 Kelly Mill Rd, Blythewood SC 29016",,,
40,RICHLAND,452,Lincolnshire,Forest Heights Elementary,"2500 Blue Ridge Ter, Columbia SC 29203",,,
40,RICHLAND,453,Longcreek,Blythewood Middle,"2351 Longtown Rd E, Blythewood SC 29016",,,
40,RICHLAND,454,Longleaf,Longleaf Middle School,"1160 Longreen Pkwy, Columbia SC 29229",,,
40,RICHLAND,455,Lykesland,Caughman Road Elementary,"7725 Caughman Rd, Columbia SC 29209",,,
40,RICHLAND,456,Mallet Hill,Polo Road Elementary,"1250 Polo Rd, Columbia SC 29223",,,
40,RICHLAND,457,Meadowfield,Meadowfield Elementary,"525 Galway Ln, Columbia SC 29209",,,
40,RICHLAND,458,Meadowlake,Meadowlake Park,"600 Beckman Rd, Columbia SC 29203",,,
40,RICHLAND,459,McEntire,Southeast Middle School,"731 Horrell Hill Rd, Hopkins SC 29061",,,
40,RICHLAND,460,Midway,Louie Conder Elementary,"8040 Hunt Club Rd, Columbia SC 29223",,,
40,RICHLAND,461,Mill Creek,Mill Creek Elementary,"925 Universal Dr, Columbia SC 29209",,,
40,RICHLAND,462,Monticello,Upper Richland Community,"280 Camp Ground Rd, Columbia SC 29203",,,
40,RICHLAND,463,North Springs 1,North Springs Elem,"1300 Clemson Rd, Columbia SC 29223",,,
40,RICHLAND,464,North Springs 2,North Springs Elem,"1300 Clemson Rd, Columbia SC 29223",,,
40,RICHLAND,465,North Springs 3,North Point Community Church,"532 N Brickyard Rd, Columbia SC 29223",,,
40,RICHLAND,466,Oak Pointe 1,Oak Pointe Elementary Sch,"1 River Bottom Rd, Irmo SC 29063",,,
40,RICHLAND,467,Oak Pointe 2,Oak Pointe Elementary Sch,"1 River Bottom Rd, Irmo SC 29063",,,
40,RICHLAND,468,Oak Pointe 3,Hope Lutheran Church,"1400 Kennerly Rd, Irmo SC 29063",,,
40,RICHLAND,469,Oakwood,N Trenholm Baptist,"6515 N Trenholm Rd, Columbia SC 29206",,,
40,RICHLAND,470,Olympia,Olympia Learning Center,"621 Bluff Rd, Columbia SC 29201",,,
40,RICHLAND,471,Parkridge 1,Harbison Fire Station,"131 Lake Murray Blvd, Irmo SC 29063",,,
40,RICHLAND,472,Parkridge 2,Grace United Methodist,"410 Harbison Blvd, Columbia SC 29212",,,
40,RICHLAND,473,Parkway 1,Brookland Baptist Ch NE,"1203 Summit Pkwy, Columbia SC 29229",,,
40,RICHLAND,474,Parkway 2,Summit Pkwy Middle School,"200 Summit Pkwy, Columbia SC 29229",,,
40,RICHLAND,475,Parkway 3,Rehoboth Baptist Church,"4646 Hard Scrabble Rd, Columbia SC 29229",,,
40,RICHLAND,476,Pennington 1,Kings Grant Club House,"300 N Kings Grant Dr, Columbia SC 29209",,,
40,RICHLAND,477,Pennington 2,Asbury Memorial Methodist,"1005 Asbury Dr, Columbia SC 29209",,,
40,RICHLAND,478,Pine Grove,Pine Grove Elem School,"111 Huffstetler Dr, Columbia SC 29210",,,
40,RICHLAND,479,Pine Lakes 1,Lower Richland High,"2615 Lower Richland Blvd, Hopkins SC 29061",,,
40,RICHLAND,480,Pine Lakes 2,Garners Ferry Soccer Complex AAC,"8620 Garners Ferry Rd, Hopkins SC 29061",,,
40,RICHLAND,481,Pinewood,Lower Richland High,"2615 Lower Richland Blvd, Hopkins SC 29061",,,
40,RICHLAND,482,Polo Road,Polo Road Park,"730 Polo Rd, Columbia SC 29223",,,
40,RICHLAND,483,Pontiac 1,Pontiac Elementary,"500 Spears Creek Rd, Elgin SC 29045",,,
40,RICHLAND,484,Pontiac 2,Catawba Trail Elementary,"1080 Old National Hwy, Elgin SC 29045",,,
40,RICHLAND,485,Rice Creek 1,Killian Elementary School,"2621 Clemson Rd, Columbia SC 29223",,,
40,RICHLAND,486,Rice Creek 2,North Star Church,"711 Longtown Rd, Columbia SC 29229",,,
40,RICHLAND,487,Ridge View 1,Ridge View High School,"4801 Hardscrabble Rd, Columbia SC 29229",,,
40,RICHLAND,488,Ridge View 2,Rice Creek Elementary,"4751 Hardscrabble Rd, Columbia SC 29223",,,
40,RICHLAND,489,Ridgewood,Ridgewood Baptist Church,"5326 Ridgeway St, Columbia SC 29203",,,
40,RICHLAND,490,Riverside,Virginia Wingard Meth Ch,"1500 Broad River Rd, Columbia SC 29210",,,
40,RICHLAND,491,Riversprings 1,River Springs Elementary,"115 Connie Wright Rd, Irmo SC 29063",,,
40,RICHLAND,492,Riversprings 2,River Springs Elementary,"115 Connie Wright Rd, Irmo SC 29063",,,
40,RICHLAND,493,Riversprings 3,River Springs Elementary,"115 Connie Wright Rd, Irmo SC 29063",,,
40,RICHLAND,494,Riverwalk,Episcopal Ch/St Simon/St Jude,"1110 Kinley Rd, Irmo SC 29063",,,
40,RICHLAND,495,Round Top,Round Top Elem School,"449 Rimer Pond Rd, Blythewood SC 29016",,,
40,RICHLAND,496,St. Andrews,St Andrews Middle,"1231 Bluefield Dr, Columbia SC 29210",,,
40,RICHLAND,497,Sandlapper,Sandlapper Elem School,"1001 Longtown Rd, Columbia SC 29229",,,
40,RICHLAND,498,Satchelford,Satchelford Elementary,"5901 Satchelford Rd, Columbia SC 29206",,,
40,RICHLAND,499,Skyland,True Gospel Ministries,"901 Skyland Dr, Columbia SC 29210",,,
40,RICHLAND,500,South Beltline,Sherwood Forest Pres Ch,"4325 Wilmot Ave, Columbia SC 29205",,,
40,RICHLAND,501,Spring Hill,Spring Hill High,"11629 Broad River Rd, Chapin SC 29036",,,
40,RICHLAND,502,Spring Valley,Lonnie B Nelson Elem,"225 N Brickyard Rd, Columbia SC 29223",,,
40,RICHLAND,503,Spring Valley West,Jewish Community Center,"306 Flora Dr, Columbia SC 29223",,,
40,RICHLAND,504,Springville 1,Lake Murray Elementary,"1531 Three Dog Rd, Chapin SC 29036",,,
40,RICHLAND,505,Springville 2,Bethel Lutheran Ch,"2081 Dutch Fork Rd, White Rock SC 29177",,,
40,RICHLAND,506,Trenholm Road,N Trenholm Baptist,"6515 N Trenholm Rd, Columbia SC 29206",,,
40,RICHLAND,507,Trinity,Trinity Assembly of God,"1501 Hallbrook Dr, Columbia SC 29209",,,
40,RICHLAND,508,Valhalla,Spring Valley High School,"120 Sparkleberry Ln, Columbia SC 29223",,,
40,RICHLAND,509,Valley State Park,Killian Elementary School,"2621 Clemson Rd, Columbia SC 29223",,,
40,RICHLAND,510,Walden,Pine Grove Elementary,"111 Huffstetler Dr, Columbia SC 29210",,,
40,RICHLAND,511,Webber,Webber Elementary School,"140 Webber School Rd, Eastover SC 29044",,,
40,RICHLAND,512,Westminster,Westminster Presbyterian Ch,"1715 Broad River Rd, Columbia SC 29210",,,
40,RICHLAND,513,Whitewell,Columbia High School,"1701 Westchester Dr, Columbia SC 29210",,,
40,RICHLAND,514,Wildewood,Spring Valley High School,"120 Sparkleberry Ln, Columbia SC 29223",,,
40,RICHLAND,515,Woodfield,Richland Northeast High,"7500 Brookfield Rd, Columbia SC 29223",,,
40,RICHLAND,516,Woodlands,Woodlands Park,"6500 Olde Knight Pkwy, Columbia SC 29209",,,
40,RICHLAND,999,Barrier Free,Richland County,"2020 Hampton St, Columbia SC 29204",,,
41,SALUDA,1,Centennial,Hopewell Church,"774 Old Chappells Ferry Rd, Saluda SC 29138",,,
41,SALUDA,2,Clyde,Clydes Chapel Ch Soc/hall,"2001 Spann Rd, Batesburg SC 29006",,,
41,SALUDA,3,Delmar,Community Center,"113 Old Delmar School Rd, Leesville SC 29070",,,
41,SALUDA,5,Fruit Hill,Lockhart Baptist Church,"1772 Old Chappells Ferry Rd, Saluda SC 29138",,,
41,SALUDA,6,Higgins-zoar,Zoar United Methodist,"226 Zoar Rd, Saluda SC 29138",,,
41,SALUDA,7,Holly,Rehobeth Methodist Church,"936 Holley Ferry Rd, Leesville SC 29070",,,
41,SALUDA,8,Hollywood,Hollywood Fire Dept,"1968 Denny Hwy, Saluda SC 29138",,,
41,SALUDA,9,Holstons,W Crek Bapt Ch Fa Life Ce,"325 Goff Rd, Batesburg SC 29006",,,
41,SALUDA,10,Mayson,Community Center,"1711 Greenwood Hwy, Saluda SC 29138",,,
41,SALUDA,12,Mt. Willing,Emory Un Meth Church,"423 Emory Rd, Saluda SC 29138",,,
41,SALUDA,13,Pleasant Cross,Mine Creek Baptist Church,"1799 Johnston Hwy, Johnston SC 29832",,,
41,SALUDA,14,Pleasant Grove,Community Center,"3133 Prosperity Hwy Hwy 391, Leesville SC 29070",,,
41,SALUDA,15,Richland,Emory Un Meth Church,"423 Emory Rd, Saluda SC 29138",,,
41,SALUDA,16,Ridge Spring - Monetta,Ridge Spring Fire Dept,"201 Green St, Ridge Spring SC 29129",,,
41,SALUDA,17,Saluda No. 1,Riverside Middle School,"404 N Bouknight Ferry Rd, Saluda SC 29138",,,
41,SALUDA,18,Saluda No. 2,St. Paul United Methodist,"102 E Butler Ave, Saluda SC 29138",,,
41,SALUDA,19,Sardis,Community Center,"232 Sardis Rd, Batesburg SC 29006",,,
41,SALUDA,20,Ward,Town Hall,"113 E Front St, Ward SC 29166",,,
41,SALUDA,999,Barrier Free,Voter Registration Office,"702 Batesburg Hwy, Saluda SC 29138",,,
42,SPARTANBURG,1,Woodruff Leisure Center,Woodruff Leisure Center,"550 Cavins Rd, Woodruff SC 29388",,,
42,SPARTANBURG,3,Arcadia Elementary,Arcadia Elementary School,"375 Spring St, Sptbg SC 29301",,,
42,SPARTANBURG,4,Rebirth Missionary Bapt,Apalache Baptist Church FLC,"1915 Gap Creek Rd, Greer SC 29651",,,
42,SPARTANBURG,7,Morningside,Morningside Baptist Church,"897 S Pine St, Spartanburg SC 29302",,,
42,SPARTANBURG,8,Boiling Springs 9th Grade,Boiling Springs 9Th Grade,"3655 Boiling Springs Rd, Boiling Springs SC SC 29316",,,
42,SPARTANBURG,10,Gable Middle School,Gable Middle School,"198 Otts Shoals Rd, Roebuck SC 29376",,,
42,SPARTANBURG,11,Lake Bowen Baptist,Lake Bowen Baptist Church,"404 Sugar Ridge Rd, Inman SC 29349",,,
42,SPARTANBURG,12,Cooley Springs Baptist,Cooley Springs Baptist Ch,"950 Martin Camp Rd, Chesnee SC 29323",,,
42,SPARTANBURG,13,Landrum High School,Landrum High School Gym,"18818 Asheville Hwy, Campobello SC 29322",,,
42,SPARTANBURG,14,Hendrix Elementary,Hendrix Elementary School,"1084 Springfield Rd, Boiling Sprgs SC 29316",,,
42,SPARTANBURG,16,Cannons Elementary,Cannons Elem Sch,"1351 Old Converse Rd, Spartanburg SC 29307",,,
42,SPARTANBURG,17,Cavins Hobbysville,Woodruff Leisure Center,"550 Cavins Rd, Woodruff SC 29388",,,
42,SPARTANBURG,18,E P Todd Elementary,E P Todd Elementary Sch,"150 Old Canaan Rd, Sptbg SC 29302",,,
42,SPARTANBURG,19,Cherokee Sprgs Fire Sta,Cherokee Sprgs Fire Sta,"201 Flatwood Dr, Chesnee SC 29323",,,
42,SPARTANBURG,22,Clifdale Elementary,Broome Hi School Cafeteria,"381 Cherry Hill Rd, Spartanburg SC 29307",,,
42,SPARTANBURG,24,Converse Fire Station,Converse Fire Sta,"107 Tram St, Converse SC 29329",,,
42,SPARTANBURG,26,Cowpens Fire Station,Timken Community Center,"180 Foster St, Cowpens SC 29330",,,
42,SPARTANBURG,27,Woodruff Fire Station,Bellview Baptist Church,"901 Bellview Rd, Woodruff SC 29388",,,
42,SPARTANBURG,28,Cross Anchor Fire Sta,Cross Anchor Fire Sta,"11925 Hwy 56, Cross Anchor SC 29331",,,
42,SPARTANBURG,29,Fairforest Elementary,Fairforest Elementary School,"1005 Mt Zion Rd, Spartanburg SC 29303",,,
42,SPARTANBURG,30,Abner Creek Baptist,Abner Creek Baptist Ch,"2461 Abner Crk Rd, Greer SC 29651",,,
42,SPARTANBURG,31,Drayton Fire Station,Drayton Fire Station,"50 Carney St, Spartanburg SC 29307",,,
42,SPARTANBURG,33,Cedar Grove Baptist,Cedar Grv Baptist Ch,"109 Elmer St, Greer SC 29651",,,
