Textbox97,CountyCode,CountyName,PrecinctCode,PrecinctName,PollingLocationName,PollingLocationAddress,Coordinates,Status
County: 39 - PICKENS,39,PICKENS,113,Six Mile,Six Mile Town Hall - Community Room,"106 S Main St
Six Mile SC 29682","34.803984,-82.81894",
County: 39 - PICKENS,39,PICKENS,114,Six Mile Mountain,Six Mile Elementary School,"777 N Main St
Six Mile SC 29682","34.82088,-82.810748",
County: 39 - PICKENS,39,PICKENS,115,Praters Creek,Praters Creek Baptist Church,"621 Praters Creek Rd
Pickens SC 29671","34.829112,-82.773671",
County: 39 - PICKENS,39,PICKENS,116,Mountain View,Keowee Baptist Church,"544 Keowee Baptist Church Rd
Six Mile SC 29682","34.861408,-82.8756",
County: 39 - PICKENS,39,PICKENS,117,A R Lewis,Pickens Rural Fire Department,"756 Concord Church Rd
Pickens SC 29671","34.886425,-82.758325",
County: 39 - PICKENS,39,PICKENS,118,Holly Springs,Holly Springs Baptist Church,"3450 Table Rock Rd
Pickens SC 29671","34.988971,-82.753682",
County: 39 - PICKENS,39,PICKENS,119,Pumpkintown,New Hope Baptist Church,"108 New Hope Rd
Pickens SC 29671","35.010167,-82.652757",
County: 39 - PICKENS,39,PICKENS,120,Griffin,Griffin Baptist Church,"1629 Pumpkintown Hwy
Pickens SC 29671","34.92839,-82.670066",
County: 39 - PICKENS,39,PICKENS,121,North Pickens,Northside Baptist Church,"421 Sangamo Rd
Pickens SC 29671","34.896365,-82.717107",
County: 39 - PICKENS,39,PICKENS,122,West Pickens,Secona Baptist Church Fellowship Bldg,"234 Secona Rd
Pickens SC 29671","34.87622,-82.719844",
County: 39 - PICKENS,39,PICKENS,123,South Pickens,Griffin Ebenezer Baptist Church,"450 Garvin St
Pickens SC 29671","34.87876,-82.707516",
County: 39 - PICKENS,39,PICKENS,124,East Pickens,City of Pickens Maintenance Building,"133 Railroad St
Pickens SC 29671","34.884669,-82.701083",
County: 39 - PICKENS,39,PICKENS,125,Glassy Mountain,Glassy Mountain Baptist Church,"1103 Farrs Bridge Rd
Pickens SC 29671","34.886562,-82.659436",
County: 39 - PICKENS,39,PICKENS,126,Cedar Rock,Cedar Rock Baptist Church,"1667 Cedar Rock Ch Rd
Easley SC 29640","34.871763,-82.613793",
County: 39 - PICKENS,39,PICKENS,127,Skelton,Enon Baptist Church,"871 Enon Church Rd
Easley SC 29640","34.836843,-82.649281",
County: 39 - PICKENS,39,PICKENS,128,Rices Creek,Liberty First Baptist Church,"403 Edgemont Ave
Liberty SC 29657","34.787517,-82.701094",
County: 39 - PICKENS,39,PICKENS,129,West Liberty,Calumet Baptist Church,"400 S Peachtree St
Liberty SC 29657","34.779348,-82.699943",
County: 39 - PICKENS,39,PICKENS,130,East Liberty,Eastside Baptist Church,"920 Anderson Dr
Liberty SC 29657","34.781978,-82.681104",
County: 39 - PICKENS,39,PICKENS,131,Flat Rock,Flat Rock Baptist Church,"115 Slab Bridge Rd
Liberty SC 29657","34.751524,-82.659227",
County: 39 - PICKENS,39,PICKENS,132,Zion,Brookdale Easley (fka Country Side),"706 Pelzer Hwy
Easley SC 29642","34.794567,-82.595773",
County: 39 - PICKENS,39,PICKENS,133,Smith Grove,Smith Grove Baptist Church,"1220 Smith Grove Rd
Easley SC 29640","34.797844,-82.646245",
County: 39 - PICKENS,39,PICKENS,134,Arial Mill,Arial Mill Baptist Church,"618 Rice Rd
Easley SC 29640","34.849284,-82.644296",
County: 39 - PICKENS,39,PICKENS,136,Simpson,Easley Union Baptist Church,"200 N Pendleton St
Easley SC 29640","34.831441,-82.603603",
County: 39 - PICKENS,39,PICKENS,137,Woodside,Jones Avenue Baptist Church,"614 Ross Ave
Easley SC 29640","34.818667,-82.61503",
County: 39 - PICKENS,39,PICKENS,138,Brushy Creek,City of Easley's Larry Bagwell Gymnasium,"111 Walkers Way
Easley SC 29642","34.804366,-82.586955",
County: 39 - PICKENS,39,PICKENS,139,Pickensville,Pendleton Street Baptist Church,"601 S Pendleton St
Easley SC 29640","34.821585,-82.60101",
County: 39 - PICKENS,39,PICKENS,140,Easley,Pendleton Street Baptist Church,"601 S Pendleton St
Easley SC 29640","34.821585,-82.60101",
County: 39 - PICKENS,39,PICKENS,141,Forest Acres,St. Matthias Lutheran Church,"501 Powdersville Rd
Easley SC 29642","34.822673,-82.559621",
County: 39 - PICKENS,39,PICKENS,142,Crestview,Saint Michaels Episcopal Church,"1200 Powdersville Rd
Easley SC 29642","34.811646,-82.549345",
County: 39 - PICKENS,39,PICKENS,143,Sitton,Foothills Retirement Community,"205 Bud Nalley Dr
Easley SC 29642","34.797661,-82.541229",
County: 39 - PICKENS,39,PICKENS,144,Rock Springs,Rock Springs Baptist Church,"310 Rock Springs Rd Bldg H
Easley SC 29642","34.821863,-82.550871",
County: 39 - PICKENS,39,PICKENS,145,Saluda,Crosswell First Baptist Church,"219 S Fishtrap Rd
Greenville SC 29611","34.828465,-82.487327",
County: 39 - PICKENS,39,PICKENS,146,Crosswell,Crosswell Elementary School,"161 School Rd
Easley SC 29640","34.849954,-82.526647",
County: 39 - PICKENS,39,PICKENS,147,Georges Creek,Georges Creek Baptist Church,"1991 Saluda Dam Rd
Easley SC 29640","34.851057,-82.542252",
County: 39 - PICKENS,39,PICKENS,148,McKissick,Calvary Hill Baptist Church,"501 Rampey St
Easley SC 29640","34.844604,-82.612784",
County: 39 - PICKENS,39,PICKENS,149,Vinland,Crosswell Elementary School,"161 School Rd
Easley SC 29640","34.849954,-82.526647",
County: 39 - PICKENS,39,PICKENS,150,Crossroads,Cross Roads Baptist Church,"160 Cross Roads Church Rd
Easley SC 29640","34.908942,-82.598823",
County: 39 - PICKENS,39,PICKENS,151,Dacusville,Former Dacusville Elementary School,"2671 Earls Bridge Rd
Easley SC 29640","34.939085,-82.556038",
County: 39 - PICKENS,39,PICKENS,152,Nine Forks,Nine Forks Baptist Church,"3207 Earls Bridge Rd
Easley SC 29640","34.955804,-82.560342",
County: 39 - PICKENS,39,PICKENS,153,South Central,White Oak Spring Missionary Baptist Chur,"234 College St
Central SC 29630","34.721198,-82.77049",
County: 39 - PICKENS,39,PICKENS,154,Crescent Hill,Crescent Hill Baptist Church,"115 Crescent Hill Dr
Pickens SC 29671","34.901392,-82.700741",
County: 39 - PICKENS,39,PICKENS,155,North Liberty,Liberty United Methodist Church,"310 Mae St
Liberty SC 29657","34.802915,-82.687004",
County: 39 - PICKENS,39,PICKENS,156,Pendleton,Grace Baptist Church,"930 N Old Pendleton Rd
Liberty SC 29657","34.784284,-82.639382",
County: 39 - PICKENS,39,PICKENS,157,Fruit Mountain,Jones Avenue Baptist Church,"614 Ross Ave
Easley SC 29640","34.818667,-82.61503",
County: 39 - PICKENS,39,PICKENS,158,Pope Field,City of Easley's Larry Bagwell Gymnasium,"111 Walkers Way
Easley SC 29642","34.804366,-82.586955",
County: 39 - PICKENS,39,PICKENS,159,Sheffield,St. Matthias Lutheran Church,"501 Powdersville Rd
Easley SC 29642","34.822673,-82.559621",
County: 39 - PICKENS,39,PICKENS,160,Tri County,Victory Baptist Church,"1832 Powdersville Rd
Easley SC 29642","34.81174,-82.523522",
County: 39 - PICKENS,39,PICKENS,161,McAlister,Rock Springs Baptist Church,"310 Rock Springs Rd Bldg H
Easley SC 29642","34.821863,-82.550871",
County: 39 - PICKENS,39,PICKENS,163,Lenhardt,New Foundation Baptist Church,"556 Lenhardt Rd
Easley SC 29640","34.85946,-82.583211",
County: 39 - PICKENS,39,PICKENS,999,Barrier Free,Board of Voter Registration & Elections,"222 McDaniel Ave Ste B-9
Pickens SC 29671","34.869137,-82.709444",
County: 40 - RICHLAND,40,RICHLAND,101,Ward 1,Lourie Senior Ctr,"1650 Park Cir
Columbia SC 29201","33.994803,-81.022609",
County: 40 - RICHLAND,40,RICHLAND,102,Ward 2,Marion Street Apartments,"1930 Marion St
Columbia SC 29201","34.012077,-81.034509",
County: 40 - RICHLAND,40,RICHLAND,103,Ward 3,Reformation Lutheran Ch,"1118 Union St
Columbia SC 29201","34.022368,-81.047596",
County: 40 - RICHLAND,40,RICHLAND,104,Ward 4,Logan Elementary School,"815 Elmwood Ave
Columbia SC 29201","34.011607,-81.045182",
County: 40 - RICHLAND,40,RICHLAND,105,Ward 5,Pacific Memorial Park,"200 Wayne St
Columbia SC 29201","33.985098,-81.035653",
County: 40 - RICHLAND,40,RICHLAND,106,Ward 6,Bradley Elementary,"3032 Pine Belt Rd
Columbia SC 29204","34.030062,-80.993201",
County: 40 - RICHLAND,40,RICHLAND,107,Ward 7,W A Perry Middle School,"2600 Barhamville Rd
Columbia SC 29204","34.030312,-81.01295",
County: 40 - RICHLAND,40,RICHLAND,108,Ward 8,David Swinton Campus Ctr,"1616 Oak St
Columbia SC 29204","34.012317,-81.018432",
County: 40 - RICHLAND,40,RICHLAND,109,Ward 9,Prince Hall Masonic Lodge,"2324 Gervais St
Columbia SC 29204","34.007321,-81.014806",
County: 40 - RICHLAND,40,RICHLAND,110,Ward 10,A C Moore Elementary,"333 Etiwan Ave
Columbia SC 29205","33.98743,-81.010207",
County: 40 - RICHLAND,40,RICHLAND,111,Ward 11,Ben Arnold Recreation Ctr,"1100 S Holly St
Columbia SC 29205","33.979763,-80.998062",
County: 40 - RICHLAND,40,RICHLAND,112,Ward 12,Hand Middle School,"2600 Wheat St
Columbia SC 29205","33.995417,-81.007493",
County: 40 - RICHLAND,40,RICHLAND,113,Ward 13,Rosewood Elementary,"3300 Rosewood Dr
Columbia SC 29205","33.98779,-80.995714",
County: 40 - RICHLAND,40,RICHLAND,114,Ward 14,Sims Park,"3500 Duncan St
Columbia SC 29205","33.991863,-80.992404",
County: 40 - RICHLAND,40,RICHLAND,115,Ward 15,Melrose Park,"1500 Fairview Dr
Columbia SC 29205","34.008236,-81.003422",
County: 40 - RICHLAND,40,RICHLAND,116,Ward 16,Dreher High School,"3319 Millwood Ave
Columbia SC 29205","33.998726,-80.994837",
County: 40 - RICHLAND,40,RICHLAND,117,Ward 17,Brennen Elementary,"4438 Devereaux Rd
Columbia SC 29205","34.000297,-80.976961",
County: 40 - RICHLAND,40,RICHLAND,118,Ward 18,Carver-Lyon Elementary,"2100 Waverly St
Columbia SC 29204","34.018635,-81.017577",
County: 40 - RICHLAND,40,RICHLAND,119,Ward 19,Latimer Manor Comm Center,"100 Lorick Cir
Columbia SC 29203","34.035409,-81.035781",
County: 40 - RICHLAND,40,RICHLAND,120,Ward 20,Earlewood Park Comm Center,"1111 Parkside Dr
Columbia SC 29203","34.028761,-81.043245",
County: 40 - RICHLAND,40,RICHLAND,121,Ward 21,Arden Elementary,"1300 Ashley St
Columbia SC 29203","34.050482,-81.021891",
County: 40 - RICHLAND,40,RICHLAND,122,Ward 22,Eau Claire High School,"4800 Monticello Rd
Columbia SC 29203","34.047366,-81.04336",
County: 40 - RICHLAND,40,RICHLAND,123,Ward 23,Shandon Fire Station,"2847 Devine St
Columbia SC 29205","33.998196,-81.00238",
County: 40 - RICHLAND,40,RICHLAND,124,Ward 24,Kilbourne Park Baptist,"4205 Kilbourne Rd
Columbia SC 29206","34.002697,-80.979568",
County: 40 - RICHLAND,40,RICHLAND,125,Ward 25,Kilbourne Park Baptist,"4205 Kilbourne Rd
Columbia SC 29206","34.002697,-80.979568",
County: 40 - RICHLAND,40,RICHLAND,126,Ward 26,Thompson Funeral Hm Community Rm,"845 Leesburg Rd
Columbia SC 29209","33.975697,-80.951478",
County: 40 - RICHLAND,40,RICHLAND,129,Ward 29,Alcorn Middle School,"5125 Fairfield Rd
Columbia SC 29203","34.055103,-81.027709",
County: 40 - RICHLAND,40,RICHLAND,130,Ward 30,Arsenal Hill Park,"1800 Lincoln St
Columbia SC 29201","34.007623,-81.042062",
County: 40 - RICHLAND,40,RICHLAND,131,Ward 31,Hyatt Park Gym,"950 Jackson Ave
Columbia SC 29203","34.039074,-81.042858",
County: 40 - RICHLAND,40,RICHLAND,132,Ward 32,Charles R Drew Wellness,"2101 Walker Solomon Way
Columbia SC 29204","34.020116,-81.021349",
County: 40 - RICHLAND,40,RICHLAND,133,Ward 33,Martin Luther King Park,"2300 Greene St
Columbia SC 29205","34.002129,-81.013947",
County: 40 - RICHLAND,40,RICHLAND,134,Ward 34,Pinehurst Park,"2300 Pinehurst Rd
Columbia SC 29204","34.020986,-81.006135",
County: 40 - RICHLAND,40,RICHLAND,400,Arcadia,Forest Lake Park Gym,"6820 Wedgefield Rd
Columbia SC 29206","34.052836,-80.951012",
County: 40 - RICHLAND,40,RICHLAND,401,Ardincaple,EE Taylor Elementary,"200 McRae St
Columbia SC 29203","34.032217,-81.063026",
County: 40 - RICHLAND,40,RICHLAND,402,Ballentine 1,Ballentine Elementary,"1040 Bickley Rd
Irmo SC 29063","34.129961,-81.23691",
County: 40 - RICHLAND,40,RICHLAND,403,Ballentine 2,Ballentine Park,"1035 Bird Rd
Irmo SC 29063","34.124971,-81.215197",
County: 40 - RICHLAND,40,RICHLAND,404,Beatty Road,St Andrews Park,"920 Beatty Rd
Columbia SC 29210","34.056084,-81.115938",
County: 40 - RICHLAND,40,RICHLAND,405,Bluff,Bluff Road Park,"148 Carswell Dr
Columbia SC 29209","33.927335,-80.960251",
County: 40 - RICHLAND,40,RICHLAND,406,Blythewood 1,Bethel Hanberry Elem,"125 Boney Rd
Blythewood SC 29016","34.21581,-80.977942",
County: 40 - RICHLAND,40,RICHLAND,407,Blythewood 2,Blythewood Park,"126 Boney Rd
Blythewood SC 29016","34.215822,-80.977948",
County: 40 - RICHLAND,40,RICHLAND,408,Blythewood 3,Blythewood High School,"10901 Wilson Blvd
Blythewood SC 29016","34.183862,-80.968543",
County: 40 - RICHLAND,40,RICHLAND,409,Bookman,Bookman Road Elementary,"1244 Bookman Rd
Elgin SC 29045","34.154197,-80.847104",
County: 40 - RICHLAND,40,RICHLAND,410,Brandon 1,Annie Burnside Elementary,"7300 Patterson Rd
Columbia SC 29209","33.968214,-80.938578",
County: 40 - RICHLAND,40,RICHLAND,411,Brandon 2,Southeast Library,"7421 Garners Ferry Rd
Columbia SC 29209","33.968478,-80.945926",
County: 40 - RICHLAND,40,RICHLAND,412,Briarwood,E L Wright Middle School,"2740 Alpine Rd
Columbia SC 29223","34.082196,-80.925631",
County: 40 - RICHLAND,40,RICHLAND,413,Bridge Creek,Bridge Creek Elementary,"121 Bombing Range Rd
Elgin SC 29045","34.166382,-80.866025",
County: 40 - RICHLAND,40,RICHLAND,414,Caughman Road,Caughman Rd Park,"2733 Trotter Rd
Hopkins SC 29061","33.957294,-80.895583",
County: 40 - RICHLAND,40,RICHLAND,415,College Place,John P Thomas Elementary,"6001 Weston Ave
Columbia SC 29203","34.063075,-81.017899",
County: 40 - RICHLAND,40,RICHLAND,416,Cooper,St Michaels All Angels Epis Ch,"6408 Bridgewood Rd
Columbia SC 29206","34.043043,-80.961589",
County: 40 - RICHLAND,40,RICHLAND,417,Dennyside,Denny Terrace Gymnasium,"6429 Bishop Ave
Columbia SC 29203","34.067567,-81.061041",
County: 40 - RICHLAND,40,RICHLAND,418,Dentsville,Dent Middle School,"2721 Decker Blvd
Columbia SC 29206","34.060735,-80.952157",
County: 40 - RICHLAND,40,RICHLAND,419,Dutch Fork 1,Dutch Fork High School,"1400 Old Tamah Rd
Irmo SC 29063","34.151572,-81.188132",
County: 40 - RICHLAND,40,RICHLAND,420,Dutch Fork 2,Dutch Fork Middle School,"1528 Old Tamah Rd
Irmo SC 29063","34.150984,-81.202412",
County: 40 - RICHLAND,40,RICHLAND,421,Dutch Fork 3,River Springs Church,"1007 W Shady Grove Rd
Irmo SC 29063","34.152271,-81.245367",
County: 40 - RICHLAND,40,RICHLAND,422,Dutch Fork 4,Shady Grove UMC Fam Life Ctr,"1918 Shady Grove Rd
Irmo SC 29063","34.157235,-81.217909",
County: 40 - RICHLAND,40,RICHLAND,423,Eastover,Eastover Park,"1031 Main St
Eastover SC 29044","33.875797,-80.690347",
County: 40 - RICHLAND,40,RICHLAND,424,Edgewood,Burton-Pack Elementary,"111 Garden Dr
Columbia SC 29204","34.046147,-81.005808",
County: 40 - RICHLAND,40,RICHLAND,425,Estates,Bookman Road Elementary,"1244 Bookman Rd
Elgin SC 29045","34.154197,-80.847104",
County: 40 - RICHLAND,40,RICHLAND,426,Fairlawn,New Keenan High School,"361 Pisgah Church Rd
Columbia SC 29203","34.094943,-80.972219",
County: 40 - RICHLAND,40,RICHLAND,427,Fairwold,Pendergrass-Fairwold Elem,"5935 Token St
Columbia SC 29203","34.058674,-81.000541",
County: 40 - RICHLAND,40,RICHLAND,428,East Forest Acres,Brockman School,"2245 Montclair Dr
Columbia SC 29206","34.026199,-80.97403",
County: 40 - RICHLAND,40,RICHLAND,429,North Forest Acres,Trenholm Park,"3900 Covenant Rd
Columbia SC 29204","34.032642,-80.980882",
County: 40 - RICHLAND,40,RICHLAND,430,South Forest Acres,Crayton Middle School,"5000 Clemson Ave
Columbia SC 29206","34.01425,-80.971508",
County: 40 - RICHLAND,40,RICHLAND,431,Friarsgate 1,Friarsgate Park,"1712 Chadford Rd
Irmo SC 29063","34.108544,-81.212302",
County: 40 - RICHLAND,40,RICHLAND,432,Friarsgate 2,HE Corley Elementary,"1500 Chadford Rd
Irmo SC 29063","34.107642,-81.209227",
County: 40 - RICHLAND,40,RICHLAND,433,Old Friarsgate,Dutch Fork Elementary,"7900 Broad River Rd
Irmo SC 29063","34.105489,-81.186234",
County: 40 - RICHLAND,40,RICHLAND,434,Gadsden,Gadsden Community Cntr,"1668 S Goodwin Cir
Gadsden SC 29052","33.84642,-80.733782",
County: 40 - RICHLAND,40,RICHLAND,435,Garners,Crossroads Community Ctr,"2750 McCords Ferry Rd
Eastover SC 29044","33.946029,-80.691258",
County: 40 - RICHLAND,40,RICHLAND,436,Greenview,Greenview Park,"6700 David St
Columbia SC 29203","34.066381,-80.995234",
County: 40 - RICHLAND,40,RICHLAND,437,Gregg Park,Shandon Baptist Church,"5250 Forest Dr
Columbia SC 29206","34.021477,-80.958331",
County: 40 - RICHLAND,40,RICHLAND,438,Hampton,S Kilbourne Elementary,"1400 S Kilbourne Rd
Columbia SC 29205","33.974238,-80.989924",
County: 40 - RICHLAND,40,RICHLAND,439,Harbison 1,Harbison Community Ctr,"106 Hillpine Rd
Columbia SC 29212","34.080753,-81.145178",
County: 40 - RICHLAND,40,RICHLAND,440,Harbison 2,New Heights Baptist Ch,"5501 Broad River Rd
Columbia SC 29210","34.07854,-81.129042",
County: 40 - RICHLAND,40,RICHLAND,441,Hopkins 1,Hopkins Park,"150 Hopkins Park Rd
Hopkins SC 29061","33.917353,-80.889344",
County: 40 - RICHLAND,40,RICHLAND,442,Hopkins 2,Hopkins Elementary School,"6120 Cabin Creek Rd
Hopkins SC 29061","33.910554,-80.872538",
County: 40 - RICHLAND,40,RICHLAND,443,Horrell Hill,Horrell Hill Elementary,"517 Horrell Hill Rd
Hopkins SC 29061","33.950034,-80.842493",
County: 40 - RICHLAND,40,RICHLAND,444,Hunting Creek,Southeast Middle School,"731 Horrell Hill Rd
Hopkins SC 29061","33.940431,-80.841539",
County: 40 - RICHLAND,40,RICHLAND,445,Keels 1,Joseph Keels Elementary,"7500 Springcrest Dr
Columbia SC 29223","34.076272,-80.957462",
County: 40 - RICHLAND,40,RICHLAND,446,Keels 2,Adult Activity Center,"7494 Parklane Rd
Columbia SC 29223","34.073939,-80.958584",
County: 40 - RICHLAND,40,RICHLAND,447,Keenan,Sanders Middle School,"3455 Pine Belt Rd
Columbia SC 29204","34.039604,-80.989805",
County: 40 - RICHLAND,40,RICHLAND,448,Kelly Mill,Kelly Mill Middle School,"1141 Kelly Mill Rd
Blythewood SC 29016","34.193521,-80.894079",
County: 40 - RICHLAND,40,RICHLAND,449,Killian,Killian Park,"1424 Marthan Rd
Columbia SC 29223","34.156693,-80.973086",
County: 40 - RICHLAND,40,RICHLAND,450,Kingswood,Columbia High School,"1701 Westchester Dr
Columbia SC 29210","34.047551,-81.094641",
County: 40 - RICHLAND,40,RICHLAND,451,Lake Carolina,Lake Carolina Elem -Lower,"1151 Kelly Mill Rd
Blythewood SC 29016","34.193692,-80.894642",
County: 40 - RICHLAND,40,RICHLAND,452,Lincolnshire,Forest Heights Elementary,"2500 Blue Ridge Ter
Columbia SC 29203","34.037254,-81.018151",
County: 40 - RICHLAND,40,RICHLAND,453,Longcreek,Blythewood Middle,"2351 Longtown Rd E
Blythewood SC 29016","34.192621,-80.930602",
County: 40 - RICHLAND,40,RICHLAND,454,Longleaf,Longleaf Middle School,"1160 Longreen Pkwy
Columbia SC 29229","34.139526,-80.888209",
County: 40 - RICHLAND,40,RICHLAND,455,Lykesland,Caughman Road Elementary,"7725 Caughman Rd
Columbia SC 29209","33.968615,-80.921479",
County: 40 - RICHLAND,40,RICHLAND,456,Mallet Hill,Polo Road Elementary,"1250 Polo Rd
Columbia SC 29223","34.072217,-80.912145",
County: 40 - RICHLAND,40,RICHLAND,457,Meadowfield,Meadowfield Elementary,"525 Galway Ln
Columbia SC 29209","33.970872,-80.960908",
County: 40 - RICHLAND,40,RICHLAND,458,Meadowlake,Meadowlake Park,"600 Beckman Rd
Columbia SC 29203","34.08196,-80.983541",
County: 40 - RICHLAND,40,RICHLAND,459,McEntire,Southeast Middle School,"731 Horrell Hill Rd
Hopkins SC 29061","33.940431,-80.841539",
County: 40 - RICHLAND,40,RICHLAND,460,Midway,Louie Conder Elementary,"8040 Hunt Club Rd
Columbia SC 29223","34.064269,-80.930753",
County: 40 - RICHLAND,40,RICHLAND,461,Mill Creek,Mill Creek Elementary,"925 Universal Dr
Columbia SC 29209","33.957164,-80.919013",
County: 40 - RICHLAND,40,RICHLAND,462,Monticello,Upper Richland Community,"280 Camp Ground Rd
Columbia SC 29203","34.154296,-81.098361",
County: 40 - RICHLAND,40,RICHLAND,463,North Springs 1,North Springs Community Cntr,"1320 Clemson Rd
Columbia SC 29229","34.14182,-80.89264",
County: 40 - RICHLAND,40,RICHLAND,464,North Springs 2,North Springs Elem,"1300 Clemson Rd
Columbia SC 29223","34.140037,-80.885019",
County: 40 - RICHLAND,40,RICHLAND,465,North Springs 3,North Point Community Church,"532 N Brickyard Rd
Columbia SC 29223","34.119177,-80.913066",
County: 40 - RICHLAND,40,RICHLAND,466,Oak Pointe 1,Oak Pointe Elementary Sch,"1 River Bottom Rd
Irmo SC 29063","34.142839,-81.162289",
County: 40 - RICHLAND,40,RICHLAND,467,Oak Pointe 2,Oak Pointe Elementary Sch,"1 River Bottom Rd
Irmo SC 29063","34.142839,-81.162289",
County: 40 - RICHLAND,40,RICHLAND,468,Oak Pointe 3,Hope Lutheran Church,"1400 Kennerly Rd
Irmo SC 29063","34.113171,-81.163167",
County: 40 - RICHLAND,40,RICHLAND,469,Oakwood,N Trenholm Baptist,"6515 N Trenholm Rd
Columbia SC 29206","34.04579,-80.961305",
County: 40 - RICHLAND,40,RICHLAND,470,Olympia,Olympia Learning Center,"621 Bluff Rd
Columbia SC 29201","33.977009,-81.026553",
County: 40 - RICHLAND,40,RICHLAND,471,Parkridge 1,Harbison Fire Station,"131 Lake Murray Blvd
Irmo SC 29063","34.087212,-81.148595",
County: 40 - RICHLAND,40,RICHLAND,472,Parkridge 2,Grace United Methodist,"410 Harbison Blvd
Columbia SC 29212","34.080332,-81.149619",
County: 40 - RICHLAND,40,RICHLAND,473,Parkway 1,Brookland Baptist Ch NE,"1203 Summit Pkwy
Columbia SC 29229","34.139526,-80.888209",
County: 40 - RICHLAND,40,RICHLAND,474,Parkway 2,Summit Pkwy Middle School,"200 Summit Pkwy
Columbia SC 29229","34.143668,-80.883668",
County: 40 - RICHLAND,40,RICHLAND,475,Parkway 3,Rehoboth Baptist Church,"4646 Hard Scrabble Rd
Columbia SC 29229","34.153286,-80.911297",
County: 40 - RICHLAND,40,RICHLAND,476,Pennington 1,Kings Grant Club House,"300 N Kings Grant Dr
Columbia SC 29209","33.992171,-80.950485",
County: 40 - RICHLAND,40,RICHLAND,477,Pennington 2,Asbury Memorial Methodist,"1005 Asbury Dr
Columbia SC 29209","33.975246,-80.946208",
County: 40 - RICHLAND,40,RICHLAND,478,Pine Grove,Pine Grove Elem School,"111 Huffstetler Dr
Columbia SC 29210","34.046162,-81.10658",
County: 40 - RICHLAND,40,RICHLAND,479,Pine Lakes 1,Lower Richland High,"2615 Lower Richland Blvd
Hopkins SC 29061","33.946118,-80.873031",
County: 40 - RICHLAND,40,RICHLAND,480,Pine Lakes 2,Garners Ferry Soccer Complex AAC,"8620 Garners Ferry Rd
Hopkins SC 29061","33.950834,-80.848671",
County: 40 - RICHLAND,40,RICHLAND,481,Pinewood,Lower Richland High,"2615 Lower Richland Blvd
Hopkins SC 29061","33.946118,-80.873031",
County: 40 - RICHLAND,40,RICHLAND,482,Polo Road,Polo Road Park,"730 Polo Rd
Columbia SC 29223","34.088249,-80.891065",
County: 40 - RICHLAND,40,RICHLAND,483,Pontiac 1,Pontiac Elementary,"500 Spears Creek Rd
Elgin SC 29045","34.10299,-80.822674",
County: 40 - RICHLAND,40,RICHLAND,484,Pontiac 2,Catawba Trail Elementary,"1080 Old National Hwy
Elgin SC 29045","34.19522,-80.79861",
County: 40 - RICHLAND,40,RICHLAND,485,Rice Creek 1,Vive Church,"2630 Clemson Rd
Columbia SC 29229","34.139108,-80.931816",
County: 40 - RICHLAND,40,RICHLAND,486,Rice Creek 2,North Star Church,"711 Longtown Rd
Columbia SC 29229","34.151899,-80.931712",
County: 40 - RICHLAND,40,RICHLAND,487,Ridge View 1,Ridge View High School,"4801 Hardscrabble Rd
Columbia SC 29229","34.172206,-80.903624",
County: 40 - RICHLAND,40,RICHLAND,488,Ridge View 2,Rice Creek Elementary,"4751 Hardscrabble Rd
Columbia SC 29223","34.172118,-80.903711",
County: 40 - RICHLAND,40,RICHLAND,489,Ridgewood,Ridgewood Baptist Church,"5326 Ridgeway St
Columbia SC 29203","34.054991,-81.042931",
County: 40 - RICHLAND,40,RICHLAND,490,Riverside,Virginia Wingard Meth Ch,"1500 Broad River Rd
Columbia SC 29210","34.030644,-81.086655",
County: 40 - RICHLAND,40,RICHLAND,491,Riversprings 1,River Springs Elementary,"115 Connie Wright Rd
Irmo SC 29063","34.13851,-81.182418",
County: 40 - RICHLAND,40,RICHLAND,492,Riversprings 2,Kennerly Road Baptist,"1526 Kennerly Rd
Irmo SC 29063","34.11804,-81.169024",
County: 40 - RICHLAND,40,RICHLAND,493,Riversprings 3,River Springs Elementary,"115 Connie Wright Rd
Irmo SC 29063","34.13851,-81.182418",
County: 40 - RICHLAND,40,RICHLAND,494,Riverwalk,Episcopal Ch/St Simon/St Jude,"1110 Kinley Rd
Irmo SC 29063","34.092583,-81.162754",
County: 40 - RICHLAND,40,RICHLAND,495,Round Top,Round Top Elem School,"449 Rimer Pond Rd
Blythewood SC 29016","34.195812,-80.938663",
County: 40 - RICHLAND,40,RICHLAND,496,St. Andrews,St Andrews Middle,"1231 Bluefield Dr
Columbia SC 29210","34.03033,-81.086807",
County: 40 - RICHLAND,40,RICHLAND,497,Sandlapper,Sandlapper Elem School,"1001 Longtown Rd
Columbia SC 29229","34.135439,-80.941986",
County: 40 - RICHLAND,40,RICHLAND,498,Satchelford,Satchelford Elementary,"5901 Satchelford Rd
Columbia SC 29206","34.035272,-80.970879",
County: 40 - RICHLAND,40,RICHLAND,499,Skyland,True Gospel Ministries,"901 Skyland Dr
Columbia SC 29210","34.020171,-81.072925",
County: 40 - RICHLAND,40,RICHLAND,500,South Beltline,Sherwood Forest Pres Ch,"4325 Wilmot Ave
Columbia SC 29205","33.990362,-80.981911",
County: 40 - RICHLAND,40,RICHLAND,501,Spring Hill,Spring Hill High,"11629 Broad River Rd
Chapin SC 29036","34.167636,-81.27269",
